figure_path	dataset	processing_stage	analysis_method	parameters	input_object_checksum	generating_script	snakemake_rule	git_commit
reports/datasets/MPNST_4/pca_elbow.pdf	MPNST_4	pca_and_pc_evaluation	pca_elbow	npcs=50;w=8;h=6	d5cc34855f163f9d8f96d86171d7237f	scripts/R/run_pca_and_evaluation.R	run_pca_and_evaluation	31cc849c7c8aaf27e8f2b594fb40d0c54989a579
reports/datasets/MPNST_4/pca_elbow.png	MPNST_4	pca_and_pc_evaluation	pca_elbow	npcs=50;w=8;h=6	d5cc34855f163f9d8f96d86171d7237f	scripts/R/run_pca_and_evaluation.R	run_pca_and_evaluation	31cc849c7c8aaf27e8f2b594fb40d0c54989a579
reports/datasets/MPNST_4/pca_cumulative_variance.pdf	MPNST_4	pca_and_pc_evaluation	pca_cumulative_variance	npcs=50;w=8;h=6	d5cc34855f163f9d8f96d86171d7237f	scripts/R/run_pca_and_evaluation.R	run_pca_and_evaluation	31cc849c7c8aaf27e8f2b594fb40d0c54989a579
reports/datasets/MPNST_4/pca_cumulative_variance.png	MPNST_4	pca_and_pc_evaluation	pca_cumulative_variance	npcs=50;w=8;h=6	d5cc34855f163f9d8f96d86171d7237f	scripts/R/run_pca_and_evaluation.R	run_pca_and_evaluation	31cc849c7c8aaf27e8f2b594fb40d0c54989a579
reports/datasets/MPNST_4/pca_loadings.pdf	MPNST_4	pca_and_pc_evaluation	pca_loadings	npcs=50;w=10;h=8	d5cc34855f163f9d8f96d86171d7237f	scripts/R/run_pca_and_evaluation.R	run_pca_and_evaluation	31cc849c7c8aaf27e8f2b594fb40d0c54989a579
reports/datasets/MPNST_4/pca_loadings.png	MPNST_4	pca_and_pc_evaluation	pca_loadings	npcs=50;w=10;h=8	d5cc34855f163f9d8f96d86171d7237f	scripts/R/run_pca_and_evaluation.R	run_pca_and_evaluation	31cc849c7c8aaf27e8f2b594fb40d0c54989a579
reports/datasets/MPNST_4/pca_correlations.pdf	MPNST_4	pca_and_pc_evaluation	pca_correlations	npcs=50;w=9;h=5	d5cc34855f163f9d8f96d86171d7237f	scripts/R/run_pca_and_evaluation.R	run_pca_and_evaluation	31cc849c7c8aaf27e8f2b594fb40d0c54989a579
reports/datasets/MPNST_4/pca_correlations.png	MPNST_4	pca_and_pc_evaluation	pca_correlations	npcs=50;w=9;h=5	d5cc34855f163f9d8f96d86171d7237f	scripts/R/run_pca_and_evaluation.R	run_pca_and_evaluation	31cc849c7c8aaf27e8f2b594fb40d0c54989a579
reports/datasets/MPNST_4/pca_heatmaps.pdf	MPNST_4	pca_and_pc_evaluation	pca_heatmaps	dims=1:9;cells=500;w=10;h=10	d5cc34855f163f9d8f96d86171d7237f	scripts/R/run_pca_and_evaluation.R	run_pca_and_evaluation	31cc849c7c8aaf27e8f2b594fb40d0c54989a579
reports/datasets/MPNST_4/pca_heatmaps.png	MPNST_4	pca_and_pc_evaluation	pca_heatmaps	dims=1:9;cells=500;w=10;h=10	d5cc34855f163f9d8f96d86171d7237f	scripts/R/run_pca_and_evaluation.R	run_pca_and_evaluation	31cc849c7c8aaf27e8f2b594fb40d0c54989a579
